repo,id,text,repo_level,symptom_cate,entity_layer,root_cause,root_cause_sub
aframevr/aframe,3143,Cursor update: new raycaster API and touch handling for rayOrigin: mouse | **Not yet complete - need advice****Description:** Improve handling of touch input for `rayOrigin: mouse` mode. Make necessary updates for compatibility with `raycaster` post #3126.Fixes #3140 Fixes #3114 **Changes proposed:**- Bind touch events to onMouseMove handler- Alter handler to find coordinates in either MouseEvent or TouchEvent touch 0- Update onIntersectionCleared to handle array of entities and `clearedEls` pro,C3,SD,L1,ICFM,Pipeline Misordering
aframevr/aframe,3149,"have camera call enter VR handler if scene already entered VR with displayactivate | **Description:**Fixes issue with camera starting too high (offset not removed) when refreshing page or navigating.The scene was entering VR before the camera had a chance to attach its event listeners. Perhaps, this affects other components in the future too, maybe we should emit the event later?Related, we had an issue filed to initialize the camera before any other components.**Changes proposed:**- have camera",C3,VF,L5,ICFM,Pipeline Misordering
aframevr/aframe,3160,"Canvas is not properly resized upon entering VR mode | **Description:**1. Load an A-Frame example that is using `0.7.0`, such as the [`Shopping` example](https://aframe.io/aframe/examples/showcase/shopping/).2. Click the ""Enter VR"" button.3. Resize/maximize the browser window.4. Notice that the canvas is not resized to the new dimensions of the browser window.- **A-Frame Version:** `0.7.0`- **Platform / Device:** Desktop / Any (reproduced on Windows and macOS)- **Reproducible URL:** https://afra",C3,SD,L5,IAC,
aframevr/aframe,3179,"add cursor event listeners to canvas, not window | **Description:**Cursor only cares about actual touch events.This fixes an issue where vive-controls touchstart bubbled up to window and cursor was receiving them.",C3,AF,L1,IAC,
aframevr/aframe,3250,"raycaster fixes and perf improvements (fixes #3428, #3429) | **Description:****Changes proposed:**- Fix not being able to disable `raycaster.line` due to `update` method.- Fix not being able to disable `raycaster.line` due to `tick` handler overriding it.- Fix `raycaster-intersection` being emitted despite no *new* intersections.- Reuse event detail objects.",C3,AF,L1,RLM,Improper Shutdown
aframevr/aframe,3282,"a-canvas not always fullscreen in iOS Chrome | **Description:**Scene doesn't take up whole screen. Even if it does initially, it breaks after changing device's orientation. In Safari it works alright - i expierienced it only on Chrome iOS. Chrome version: 62.0.3202.70![25344290_1651791048206153_1585761493_o](https://user-images.githubusercontent.com/25149657/33893126-ffaae1a0-df5a-11e7-98e0-4be8fa0ed6ca.jpg)- A-Frame Version: 0.5.0, i also expierenced it on my own demos with 0.7.0 version- Platf",C3,SD,L5,ICFM,Pipeline Misordering
aframevr/aframe,3315,"userHeight not applied when there are not stageParameters | **Description:**- A-Frame Version: 0.7- Platform / Device: 6DOF Mobile headset- Reproducible Code Snippet or URL:<!-- If you have a support question, please ask at https://stackoverflow.com/questions/ask/?tags=aframe rather than filing an issue. -->After https://github.com/aframevr/aframe/commit/3d188db12742d162b2c9e60ffd0222f75acaffa1#diff-b9cfc7f2cdf78a7f4b91a753d10865a2 it seems that userHeight is not applied in devices using null st",C3,SD,L5,UPF,
aframevr/aframe,3376,"Fix clipAction loop method in hand controls. | `THREE.PingPong` is not a defined constant. `THREE.LoopPingPong` is, but does not exhibit the desired behaviour. `THREE.LoopRepeat` seems to be correct.",C3,AF,L1,ICFM,Unbounded Loop
aframevr/aframe,3428,"a-sky broken in 0.8.0 | **Description:**- A-Frame Version:0.8.0- Platform / Device:Chrome and Firefox / mac- Reproducible Code Snippet or URL:```<a-scene>       <a-sky color=""#030303""></a-sky></a-scene>```Sky is not rendered, white page instead. Works in 0.7.1Console Warrnigs:```THREE.WebGLRenderer: .shadowMap.renderReverseSided has been removed. Set Material.shadowSide instead.aframe-v0.8.0.js:50683:5THREE.WebGLRenderer: .shadowMap.renderSingleSided has been removed. Set Material.shadowSide ins",C3,AF,L4,RLM,Improper Shutdown
aframevr/aframe,3444,a-videosphere broken in 0.8.0 | **Description**: a-videosphere shows all white instead of playing video.  Worked previously on 0.7.0Console warnings say:THREE.WebGLRenderer: .shadowMap.renderReverseSided has been removed. Set Material.shadowSide instead.THREE.WebGLRenderer: .shadowMap.renderSingleSided has been removed. Set Material.shadowSide instead.- A-Frame Version: 0.8.0- Platform / Device:Chrome & Firefox / Windows- Reproducible Code Snippet or URL:A-Frame's videosphere example from homepa,C3,AF,L4,IAC,
aframevr/aframe,3483,"Gear VR Controller does not work. | **Description:**I am facing problem. I am using gear VR and I use 'gearvr-controls' but it does not work. It does not click. If I put cursor then by cursor is clicking but gear vr controller does not.  Here is an example. You can check from [here](https://odd-fortnight.glitch.me).- A-Frame Version: 0.8.0- Platform / Device: Gear VR- Reproducible Code Snippet or URL:<!-- If you have a support question, please ask at https://stackoverflow.com/questions/ask/?tags",C3,IC,L1,ICFM,Pipeline Misordering
aframevr/aframe,3525,"Scene becomes ""squished"" when changing orientation on iOS Firefox and Safari | **Description:**Viewing the most basic example https://aframe.glitch.me/ on iPhone SE or iPad Pro 12.9"" using Firefox and Safari, when you change device orientation the sphere, cylinder and cube can become ""squished"", so the sphere is ovoid etc. On the iPhone this happens when the browser is showing the controls, and also when started from a Safari Add to Home icon. On the iPad 12.9"", this doesn't happen when the brow",C3,VF,L5,ICFM,Pipeline Misordering
aframevr/aframe,3557,"entity text is blurry in a-box element | **Description:**- A-Frame Version: 0.8.0- Platform / Device: Desktops- Reproducible Code Snippet or URL: Not sure if this topic belongs here but I have an a-entity text inside an a-box element and the text looks blurred out ![words blurry why](https://user-images.githubusercontent.com/34080430/39238340-8955997c-48b0-11e8-998c-ddf2956fb049.JPG)These are the lines the box is in```<a-box id=""box1"" material=""src: img/info.svg; transparent:true;"" position=""0 2",C3,AF,L4,UPF,
aframevr/aframe,3574,"Antialias not working in Gear in dynamically created scene DOM | In a dynamically created scene DOM, the antialias attribute seems to be ignored when viewing in the Gear VR:- code: https://bklava.github.io/issues/aframe/gear-antialias/dynamic.html- result: https://bklava.github.io/issues/aframe/gear-antialias/dynamic.jpgDynamic result detail:![Dynamic](https://bklava.github.io/issues/aframe/gear-antialias/dynamic-detail.jpg)Notice that the antialias attribute is set:```javascriptscene.setAttribu",C3,RA,L5,ICFM,Pipeline Misordering
aframevr/aframe,3577,Wrap render method in case of spectator camera to render spectator view after vrDisplay.submitFrame (fix #3541) | We moved the tock call to the THREE `onAfterRender` callback breaking spectator camera. the tock methods are now invoked between the render call and `vrDisplay.submitFrame`. The spectator camera has to render on the 2D view after the frame submission. This patch wraps the render method of the renderer to ensure the correct order in case a spectator camera is present.,C3,VF,L5,RLM,Improper Operation
aframevr/aframe,3592,resolution drops on mobile when exiting VR-mode | **Description:**I’m having an issue with Aframe on mobile dramatically reducing the resolution after exiting vr-mode. Basically the resolution drops from 1080p to 360p (based on canvas.width/.height and renderer.getSize()). I can find other posts about issues with the resolution in VR-mode (like #3075 #3160 #3031 #2761) but for some reason I can’t find anything on this situation though it happens consistently for me on both Android and iPhone dev,C3,RA,L5,ICFM,Pipeline Misordering
aframevr/aframe,3608,"Fix bug in raycaster example | It seems to me like this was always broken, and that it meant to get the top-level `target` on the event. After the fix, the example seems to correctly change the color of the big box that is the raycaster target when it is intersected, as I presume it was meant to. Tested on Firefox and Chrome.",C3,AF,L1,ICFM,Scope Mismatch
aframevr/aframe,3655,"Layout fix on undesired list style at aframe.io/docs | **Description:**Anchors defined inside an ordered list may split the list at [aframe.io/docs](https://aframe.io/docs/master/introduction/visual-inspector-and-dev-tools.html#use-cases), which is undesired, however it's totally fine in preview on GitHub.Please see the snapshot below, where a ""6"" is followed by an “1”. :)![0](https://user-images.githubusercontent.com/23452609/41588415-4361f0c8-73e4-11e8-8a85-876be1ae6c9b.png)**Changes proposed:",C3,SD,L3,UPF,
aframevr/aframe,3728,"Oculus Go controller shown too low | **Description:**When using ""laser-controls"" on the currently-in-development version of aframe with an Oculus Go, the OGO model is shown on the screen as expected, but it is much too low - like our arms extend to our thighs and we hold the controller there instead of having the arm folded in a more natural pose.In contrast, the GearVR controller model in version 0.8.0 is higher, in a more natural pose. That version doesn't have the Oculus Go controller model, ",C3,SD,L2,IIV,
aframevr/aframe,3735,"Position, rotation, scale not updated when combining el.setAttribute and el.object3D syntax | If one wants to reset the value to a previously set position the component is not updated:```javascriptel.setAttribute('position', '3 3 3');el.object3D.position.set(5, 5, 5);el.setAttribute('position', '3 3 3');```The oldData value will be `3,3,3` and the second call to `setAttribute` won't have any effect.",C3,IC,L4,ICFM,Pipeline Misordering
aframevr/aframe,3830,"giggling motion when using keyboard zqsd | When i use the keyboard motion controller to move around, my camera giggle really fast back and forth on the way when the lattency is low (less then 30 fps), in some situation, the effect may emplify over time.- A-Frame Version: 0.8.2- Platform / Device: PC, all browsers- Reproducible Code Snippet or URL:  https://aframe.io/examples/showcase/anime-UI/recorded demonstration of the issue on the aframe demo anime ui : https://arthur-moug.in/test.MOV<!-- If",C3,RA,L5,GCE,Incorrect Calculation
aframevr/aframe,3865,<a-camera> behavior is broken or has changed. | `<a-camera>` primitive not working as expected. Scene does not render correctly. I didn''t investigate further but replacing `<a-camera>` with `<a-entity camera look-controls>` solves the problem- A-Frame Version: master- Platform / Device: all- Reproducible Code Snippet or URL: examples/tests/cursor,C3,VF,L5,IIV,
aframevr/aframe,3869,"`Enter VR` not working in Android browsers | **Description:**Clicking the VR goggles icon doesn't enter VR in Android browsers; it instead raises the camera or rig height to an undesirable position without leaving magic window mode.- A-Frame Version: `master` `826e983d989312fe7cd75b9cc92e58b7a5cc195f`- Platform / Device: Android (possibly other platforms) / Firefox, Chrome, Samsung Internet, Edge...- Reproducible Code Snippet or URL: https://bunker-bake.glitch.me<!-- If you have a support questi",C3,IC,L1,ICFM,Pipeline Misordering
