repo,id,symptom_annotator_1,symptom_annotator_2,symptom_annotator_3,symptom_annotator_4,symptom_annotator_5,symptom_final,rootcause_annotator_1,rootcause_annotator_2,rootcause_annotator_3,rootcause_annotator_4,rootcause_annotator_5,rootcause_final,entity_annotator_1,entity_annotator_2,entity_annotator_3,entity_annotator_4,entity_annotator_5,entity_final
alvr-org/ALVR,80,IC,IC,RS,IC,IC,IC,IIV,IIV,IIV,IIV,IIV,IIV,L1,L1,L1,L1,L1,L1
alvr-org/ALVR,96,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L2,L2,L2,L2,L2,L2
alvr-org/ALVR,126,VF,VF,VF,VF,VF,VF,TDI,TDI,TDI,TDI,TDI,TDI,L3,L3,L3,L3,L3,L3
alvr-org/ALVR,191,IC,AF,AF,AF,RS,AF,GCE,IAC,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
alvr-org/ALVR,264,AF,AF,AF,AF,VF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L2,L3,L3,L3,L3
alvr-org/ALVR,275,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,UPF,ICFM,L2,L3,L3,L3,L3,L3
alvr-org/ALVR,334,AF,AF,AF,AF,AF,AF,UPF,ICFM,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
alvr-org/ALVR,341,RA,RA,RA,RA,RA,RA,IIV,IIV,IIV,IIV,IIV,IIV,L5,L5,L5,L5,L5,L5
alvr-org/ALVR,423,VF,AF,AF,AF,AF,AF,GCE,GCE,GCE,GCE,GCE,GCE,L3,L3,L3,L4,L3,L3
alvr-org/ALVR,697,AF,AF,AF,AF,AF,AF,TDI,IIV,TDI,TDI,TDI,TDI,L1,L1,L1,L1,L4,L1
alvr-org/ALVR,1236,VF,VF,VF,VF,VF,VF,GCE,GCE,GCE,GCE,GCE,GCE,L2,L2,L2,L2,L2,L2
alvr-org/ALVR,1241,VF,VF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
alvr-org/ALVR,1246,RA,RA,RA,RA,RA,RA,GCE,GCE,GCE,TDI,GCE,GCE,L5,L5,L4,L4,L5,L5
alvr-org/ALVR,2009,IC,IC,IC,IC,IC,IC,GCE,GCE,GCE,GCE,GCE,GCE,L2,L2,L2,L2,L2,L2
alvr-org/ALVR,2086,AF,AF,AF,AF,AF,AF,RLM,RLM,RLM,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
alvr-org/ALVR,3002,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
alvr-org/ALVR,3085,IC,RS,IC,IC,IC,IC,IAC,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
alvr-org/ALVR,3107,SD,SD,SD,SD,SD,SD,UPF,UPF,ICFM,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
alvr-org/alvr-visionos,37,RA,RA,RA,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
alvr-org/alvr-visionos,55,SD,SD,SD,SD,SD,SD,TDI,RLM,RLM,RLM,RLM,RLM,L2,L5,L5,L5,L5,L5
alvr-org/alvr-visionos,64,AF,AF,AF,AF,AF,AF,RLM,RLM,RLM,RLM,RLM,RLM,L2,L2,L2,L2,L2,L2
alvr-org/alvr-visionos,72,RS,RS,RS,RS,RS,RS,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
alvr-org/alvr-visionos,156,VF,VF,VF,VF,VF,VF,TDI,RLM,TDI,TDI,TDI,TDI,L3,L3,L3,L3,L3,L3
ami-iit/yarp-device-openxrheadset,7,VF,VF,VF,VF,VF,VF,TDI,TDI,TDI,TDI,TDI,TDI,L5,L5,L5,L5,L5,L5
arteranos/Arteranos,52,RS,RS,RS,RS,RS,RS,ICFM,ICFM,ICFM,ICFM,GCE,ICFM,L1,L1,L1,L1,L1,L1
arteranos/Arteranos,65,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L3,L3,L3,L3,L3
arteranos/Arteranos,69,RA,RA,RS,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
arteranos/Arteranos,104,AF,AF,AF,AF,AF,AF,GCE,GCE,GCE,GCE,GCE,GCE,L3,L3,L3,L3,L3,L3
arteranos/Arteranos,106,SD,SD,SD,SD,SD,SD,RLM,IIV,IIV,IIV,IIV,IIV,L1,L1,L1,L1,L1,L1
arteranos/Arteranos,107,IC,RA,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L2,L2,L2,L2,L2,L2
arteranos/Arteranos,117,RS,IC,IC,IC,IC,IC,IAC,IAC,IAC,IAC,IAC,IAC,L2,L2,L2,L2,L2,L2
arteranos/Arteranos,150,SD,SD,SD,SD,SD,SD,IIV,IIV,UPF,IIV,IIV,IIV,L4,L4,L4,L4,L4,L4
arteranos/Arteranos,176,AF,AF,AF,RA,AF,AF,UPF,IAC,UPF,UPF,UPF,UPF,L4,L4,L4,L4,L4,L4
arteranos/Arteranos,197,AF,AF,AF,AF,AF,AF,TDI,TDI,TDI,TDI,TDI,TDI,L3,L4,L3,L3,L3,L3
ashqal/MD360Player4Android,5,VF,VF,VF,VF,VF,VF,TDI,TDI,TDI,TDI,TDI,TDI,L5,L1,L5,L5,L5,L5
ashqal/MD360Player4Android,18,RA,RA,RA,RA,RS,RA,GCE,IAC,IAC,IAC,IAC,IAC,L5,L5,L5,L5,L5,L5
ashqal/MD360Player4Android,23,VF,VF,AF,AF,AF,AF,TDI,TDI,TDI,TDI,TDI,TDI,L5,L5,L5,L5,L5,L5
ashqal/MD360Player4Android,68,SD,SD,SD,SD,SD,SD,RLM,RLM,RLM,RLM,RLM,RLM,L4,L4,L4,L4,L4,L4
ashqal/MD360Player4Android,89,RS,RS,RS,RS,RS,RS,IAC,IAC,IAC,IAC,IAC,IAC,L5,L5,L5,L4,L5,L5
ashqal/MD360Player4Android,167,VF,VF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L3,L5,L5
ashqal/MD360Player4Android,188,VF,VF,RA,VF,VF,VF,RLM,RLM,RLM,RLM,GCE,RLM,L5,L5,L5,L5,L5,L5
baffler/OBS-OpenVR-Input-Plugin,37,SD,SD,AF,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L3,L3,L3,L3,L3,L3
benaclejames/VRCFaceTracking,213,RS,RS,RS,RS,RS,RS,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
benaclejames/VRCFaceTracking,282,VF,VF,VF,VF,VF,VF,GCE,GCE,GCE,GCE,GCE,GCE,L1,L1,L1,L1,L1,L1
benaclejames/VRCFaceTracking,286,AF,AF,AF,AF,AF,AF,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L2,L4
beniwtv/vr-streaming-overlay,1,SD,SD,SD,SD,SD,SD,UPF,IIV,IIV,IIV,IIV,IIV,L3,L3,L5,L3,L3,L3
bjornbytes/lovr,66,RA,RS,RA,RS,RA,RA,UPF,UPF,UPF,UPF,UPF,UPF,L5,L5,L5,L5,L5,L5
bjornbytes/lovr,128,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
bjornbytes/lovr,159,VF,VF,VF,VF,VF,VF,RLM,RLM,RLM,UPF,RLM,RLM,L1,L1,L1,L1,L1,L1
bjornbytes/lovr,227,VF,VF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
bjornbytes/lovr,343,AF,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
bjornbytes/lovr,464,VF,VF,VF,VF,VF,VF,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
bjornbytes/lovr,573,RA,RA,RA,RA,RA,RA,IAC,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
bjornbytes/lovr,620,SD,VF,VF,VF,VF,VF,GCE,GCE,GCE,IAC,GCE,GCE,L5,L5,L5,L5,L5,L5
bjornbytes/lovr,644,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
bjornbytes/lovr,677,VF,VF,SD,VF,VF,VF,RLM,RLM,RLM,RLM,RLM,RLM,L1,L1,L1,L1,L1,L1
bjornbytes/lovr,743,SD,SD,SD,SD,SD,SD,GCE,GCE,IIV,GCE,GCE,GCE,L1,L1,L1,L1,L1,L1
bjornbytes/lovr,854,AF,AF,AF,AF,AF,AF,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
borismus/webvr-boilerplate,9,RA,RA,RA,RA,RA,RA,GCE,GCE,GCE,GCE,IIV,GCE,L5,L5,L5,L5,L5,L5
borismus/webvr-boilerplate,43,IC,IC,IC,IC,IC,IC,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
borismus/webvr-boilerplate,47,VF,VF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
borismus/webvr-boilerplate,54,VF,VF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
borismus/webvr-boilerplate,61,RA,RA,RA,RA,RA,RA,IAC,IAC,IAC,GCE,IAC,IAC,L5,L5,L5,L5,L5,L5
borismus/webvr-boilerplate,117,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
borismus/webvr-boilerplate,136,AF,AF,AF,AF,AF,AF,IAC,UPF,IAC,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
borismus/webvr-boilerplate,148,SD,SD,SD,AF,SD,SD,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
brandonmousseau/vhvr-mod,15,VF,VF,VF,VF,VF,VF,RLM,GCE,GCE,GCE,GCE,GCE,L3,L3,L3,L3,L3,L3
brandonmousseau/vhvr-mod,17,SD,SD,SD,SD,RA,SD,RLM,RLM,RLM,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
brandonmousseau/vhvr-mod,26,AF,AF,AF,AF,AF,AF,UPF,UPF,RLM,UPF,UPF,UPF,L3,L3,L3,L1,L3,L3
brandonmousseau/vhvr-mod,54,IC,RS,IC,IC,IC,IC,IIV,IIV,IIV,IIV,IIV,IIV,L4,L1,L1,L1,L1,L1
brandonmousseau/vhvr-mod,57,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
brandonmousseau/vhvr-mod,98,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
brandonmousseau/vhvr-mod,218,AF,AF,AF,AF,AF,AF,ICFM,UPF,RLM,ICFM,ICFM,ICFM,L3,L4,L3,L3,L3,L3
brandonmousseau/vhvr-mod,233,SD,SD,SD,SD,SD,SD,IIV,IIV,IIV,IIV,IIV,IIV,L3,L3,L3,L3,L3,L3
brandonmousseau/vhvr-mod,332,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L4,L3,L3,L3
brandonmousseau/vhvr-mod,338,SD,SD,AF,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,TDI,ICFM,L1,L2,L2,L2,L2,L2
brandonmousseau/vhvr-mod,342,AF,AF,AF,AF,AF,AF,IIV,IIV,IIV,TDI,IIV,IIV,L3,L3,L3,L3,L3,L3
brandonmousseau/vhvr-mod,357,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L5,L3,L3
brandonmousseau/vhvr-mod,513,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L4,L5,L3,L3,L3
brandonmousseau/vhvr-mod,559,SD,SD,SD,SD,SD,SD,IAC,IAC,IAC,IAC,IAC,IAC,L5,L5,L5,L5,L5,L5
c-frame/aframe-extras,3,VF,VF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L4,L5
c-frame/aframe-extras,23,IC,IC,IC,IC,IC,IC,IIV,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L3,L1,L1,L5,L1
c-frame/aframe-extras,61,IC,IC,IC,IC,IC,IC,IAC,IAC,IAC,IAC,IIV,IAC,L3,L3,L3,L3,L3,L3
c-frame/aframe-extras,77,IC,IC,IC,IC,IC,IC,ICFM,GCE,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L3,L1
c-frame/aframe-extras,104,IC,IC,RS,IC,IC,IC,ICFM,RLM,IIV,RLM,RLM,RLM,L1,L1,L4,L1,L1,L1
c-frame/aframe-extras,118,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L1,L1,L1,L1,L1,L1
c-frame/aframe-extras,135,IC,AF,IC,IC,IC,IC,RLM,RLM,RLM,RLM,RLM,RLM,L1,L1,L1,L1,L1,L1
c-frame/aframe-extras,225,RA,RA,RA,RA,RA,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
c-frame/aframe-extras,229,IC,IC,IC,IC,IC,IC,RLM,RLM,IAC,GCE,RLM,RLM,L1,L1,L1,L1,L1,L1
c-frame/aframe-extras,248,IC,IC,IC,RA,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
c-frame/aframe-extras,287,VF,IC,IC,IC,IC,IC,TDI,IAC,IAC,IAC,IAC,IAC,L1,L1,L1,L1,L1,L1
c-frame/aframe-extras,347,VF,VF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
c-frame/aframe-extras,397,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
ccvrc/DG-LAB-VRCOSC,20,RS,RS,RS,RS,RS,RS,UPF,UPF,UPF,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
cinder/Cinder-VR,12,AF,AF,AF,AF,AF,AF,RLM,ICFM,RLM,RLM,RLM,RLM,L5,L5,L5,L5,L5,L5
cmbruns/pyopenxr,59,VF,VF,VF,VF,VF,VF,TDI,RLM,RLM,RLM,RLM,RLM,L5,L5,L5,L5,L5,L5
cosmoscout/cosmoscout-vr,41,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
cosmoscout/cosmoscout-vr,103,SD,SD,RA,SD,SD,SD,ICFM,ICFM,ICFM,GCE,TDI,ICFM,L3,L3,L3,L3,L3,L3
cosmoscout/cosmoscout-vr,165,AF,AF,AF,AF,AF,AF,UPF,UPF,TDI,UPF,UPF,UPF,L3,L3,L3,L3,L3,L3
cosmoscout/cosmoscout-vr,186,SD,SD,SD,SD,SD,SD,GCE,IAC,IAC,IAC,IAC,IAC,L4,L4,L4,L4,L4,L4
cosmoscout/cosmoscout-vr,292,SD,VF,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
cosmoscout/cosmoscout-vr,293,RA,RA,RA,RA,RA,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
cosmoscout/cosmoscout-vr,332,RA,RA,RA,RA,RA,RA,UPF,GCE,UPF,TDI,UPF,UPF,L4,L4,L4,L4,L4,L4
cosmoscout/cosmoscout-vr,363,SD,SD,SD,SD,SD,SD,RLM,RLM,UPF,RLM,RLM,RLM,L4,L1,L4,L4,L4,L4
cosmoscout/cosmoscout-vr,372,RA,RA,RA,RA,RA,RA,IIV,IIV,IIV,IIV,IIV,IIV,L5,L5,L5,L5,L5,L5
cosmoscout/cosmoscout-vr,399,RA,RA,RA,RA,RA,RA,GCE,RLM,TDI,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
cosmoscout/cosmoscout-vr,404,IC,RA,RA,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
danielesteban/blocks,4,AF,AF,AF,AF,AF,AF,UPF,UPF,UPF,UPF,UPF,UPF,L2,L2,L2,L2,L2,L2
danielesteban/blocks,23,AF,AF,AF,AF,AF,AF,RLM,RLM,RLM,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
danielesteban/blocks,37,RA,SD,VF,IC,IC,IC,IIV,IIV,IIV,IIV,IIV,IIV,L1,L1,L1,L1,L1,L1
danieljharris/PARSEC,9,AF,IC,AF,AF,AF,AF,UPF,UPF,UPF,ICFM,UPF,UPF,L3,L3,L3,L3,L3,L3
dantman/elite-vr-cockpit,12,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
dantman/elite-vr-cockpit,42,IC,IC,IC,IC,IC,IC,IAC,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
dantman/elite-vr-cockpit,65,VF,VF,RS,IC,VF,VF,GCE,GCE,GCE,GCE,GCE,GCE,L1,L1,L1,L1,L1,L1
dataarts/dat.guiVR,4,SD,SD,SD,SD,SD,SD,IAC,IAC,IAC,IAC,IAC,IAC,L1,L1,L1,L1,L1,L1
dataarts/dat.guiVR,18,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L1,L3,L3,L3,L3
dataarts/dat.guiVR,32,VF,VF,VF,VF,VF,VF,TDI,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
dataarts/dat.guiVR,51,VF,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
dataarts/dat.guiVR,61,SD,SD,SD,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L3,L3,L3,L3,L3,L3
dataarts/dat.guiVR,62,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,TDI,ICFM,L3,L3,L3,L2,L3,L3
dghost/quake2vr,25,RA,RA,RA,RS,RA,RA,RLM,RLM,TDI,RLM,RLM,RLM,L5,L5,L5,L5,L5,L5
doodlum/skyrim-community-shaders,15,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
doodlum/skyrim-community-shaders,31,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
doodlum/skyrim-community-shaders,51,AF,AF,AF,AF,AF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L4,L4,L4,L4,L4,L4
doodlum/skyrim-community-shaders,125,VF,VF,VF,VF,VF,VF,GCE,UPF,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
doodlum/skyrim-community-shaders,154,VF,VF,VF,VF,VF,VF,RLM,GCE,ICFM,GCE,UPF,ICFM,L5,L5,L5,L5,L5,L5
doodlum/skyrim-community-shaders,156,RA,AF,AF,AF,AF,AF,UPF,IIV,IIV,RLM,IIV,IIV,L3,L3,L3,L3,L3,L3
doodlum/skyrim-community-shaders,162,AF,AF,AF,SD,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L1,L1,L1,L1,L1
doodlum/skyrim-community-shaders,215,VF,VF,VF,VF,VF,VF,GCE,GCE,GCE,GCE,GCE,GCE,L5,L3,L5,L5,L5,L5
doodlum/skyrim-community-shaders,253,AF,AF,AF,AF,AF,AF,IIV,RLM,RLM,RLM,RLM,RLM,L3,L3,L3,L3,L3,L3
doodlum/skyrim-community-shaders,407,RA,RA,SD,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
doodlum/skyrim-community-shaders,408,AF,AF,AF,AF,AF,AF,GCE,GCE,GCE,GCE,IIV,GCE,L4,L4,L4,L4,L5,L4
doodlum/skyrim-community-shaders,415,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L1,L1,L4
doodlum/skyrim-community-shaders,446,RA,RA,RA,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
doodlum/skyrim-community-shaders,491,RA,RA,RA,RA,RA,RA,GCE,UPF,GCE,ICFM,GCE,GCE,L4,L4,L4,L4,L4,L4
doodlum/skyrim-community-shaders,502,RA,RA,RA,RA,RA,RA,IIV,IIV,IIV,IIV,ICFM,IIV,L2,L4,L4,L4,L5,L5
doodlum/skyrim-community-shaders,573,SD,SD,RS,SD,SD,SD,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
doodlum/skyrim-community-shaders,612,AF,AF,AF,AF,AF,AF,GCE,GCE,UPF,GCE,GCE,GCE,L3,L3,L3,L3,L3,L3
doodlum/skyrim-community-shaders,702,RA,RA,RA,IC,RA,RA,ICFM,ICFM,ICFM,RLM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
doodlum/skyrim-community-shaders,719,AF,AF,AF,AF,AF,AF,TDI,TDI,TDI,IAC,TDI,TDI,L3,L3,L3,L3,L3,L3
doodlum/skyrim-community-shaders,731,VF,RA,RA,RA,RA,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
doodlum/skyrim-community-shaders,746,RA,RA,RA,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
doodlum/skyrim-community-shaders,752,RA,RA,RA,RA,RA,RA,ICFM,IAC,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
doodlum/skyrim-community-shaders,760,RA,RA,RA,RA,RA,RA,ICFM,RLM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
doodlum/skyrim-community-shaders,763,RA,RA,RA,RA,RA,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
doodlum/skyrim-community-shaders,774,RA,RA,RA,RA,VF,RA,GCE,GCE,GCE,GCE,GCE,GCE,L4,L1,L4,L4,L4,L4
doodlum/skyrim-community-shaders,790,RA,RA,VF,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L3,L4,L4
doodlum/skyrim-community-shaders,792,RA,RA,RA,RA,RA,RA,RLM,ICFM,ICFM,IAC,ICFM,ICFM,L4,L4,L4,L4,L4,L4
doodlum/skyrim-community-shaders,800,RA,RA,RA,SD,RA,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L4,L4,L4,L4,L4
doodlum/skyrim-community-shaders,862,RS,RS,RS,RS,RS,RS,ICFM,UPF,ICFM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
doodlum/skyrim-community-shaders,893,RA,RA,RA,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L5,L4
doodlum/skyrim-community-shaders,895,RA,RA,RA,RA,RA,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
doodlum/skyrim-community-shaders,898,RA,RA,RA,RS,AF,RA,GCE,IIV,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
doodlum/skyrim-community-shaders,929,SD,SD,SD,SD,SD,SD,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
doodlum/skyrim-community-shaders,958,RA,RA,RA,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
doodlum/skyrim-community-shaders,967,RA,RA,RA,RA,RA,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
doodlum/skyrim-community-shaders,1018,RA,RA,VF,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L5,L4
doodlum/skyrim-community-shaders,1022,SD,SD,SD,SD,SD,SD,ICFM,IAC,ICFM,ICFM,ICFM,ICFM,L3,L4,L4,L4,L4,L4
doodlum/skyrim-community-shaders,1053,RA,RA,RA,RA,RA,RA,ICFM,ICFM,GCE,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
doodlum/skyrim-community-shaders,1057,RA,RA,RA,RA,RA,RA,IIV,IIV,IIV,IIV,IIV,IIV,L5,L5,L5,L5,L5,L5
doodlum/skyrim-community-shaders,1059,RA,IC,RA,RA,RA,RA,GCE,GCE,ICFM,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
doodlum/skyrim-community-shaders,1061,RA,RA,RA,RA,RA,RA,UPF,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
doodlum/skyrim-community-shaders,1073,SD,SD,IC,SD,SD,SD,UPF,RLM,RLM,RLM,UPF,RLM,L4,L4,L5,L4,L4,L4
doodlum/skyrim-community-shaders,1124,RA,RA,RA,RA,RA,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L4,L4,L4,L4,L4,L4
doodlum/skyrim-community-shaders,1181,AF,AF,AF,AF,AF,AF,ICFM,UPF,RLM,ICFM,ICFM,ICFM,L3,L3,L3,L3,L3,L3
doodlum/skyrim-community-shaders,1204,AF,AF,AF,AF,AF,AF,ICFM,ICFM,ICFM,GCE,ICFM,ICFM,L3,L3,L3,L3,L2,L3
doodlum/skyrim-community-shaders,1206,RA,RA,RA,RA,RA,RA,GCE,GCE,GCE,GCE,GCE,GCE,L5,L5,L5,L5,L5,L5
doodlum/skyrim-community-shaders,1243,AF,AF,AF,AF,AF,AF,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
doodlum/skyrim-community-shaders,1251,AF,AF,AF,AF,AF,AF,GCE,GCE,GCE,GCE,GCE,GCE,L4,L4,L4,L4,L4,L4
doodlum/skyrim-community-shaders,1264,AF,SD,AF,AF,AF,AF,IAC,IAC,IAC,IAC,IAC,IAC,L3,L3,L3,L3,L3,L3
doodlum/skyrim-community-shaders,1349,VF,VF,VF,VF,VF,VF,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
doodlum/skyrim-community-shaders,1380,IC,IC,IC,IC,IC,IC,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L1,L2,L3,L1,L1,L1
doodlum/skyrim-community-shaders,1463,IC,AF,AF,AF,AF,AF,GCE,GCE,ICFM,GCE,GCE,GCE,L5,L3,L3,L3,L3,L3
doodlum/skyrim-community-shaders,1487,RA,RA,RA,RA,RA,RA,ICFM,ICFM,ICFM,ICFM,ICFM,ICFM,L5,L5,L5,L5,L5,L5
doodlum/skyrim-community-shaders,1501,AF,RA,AF,AF,AF,AF,RLM,RLM,RLM,GCE,RLM,RLM,L3,L3,L3,L3,L3,L3
doodlum/skyrim-community-shaders,1521,RA,RA,RA,SD,RA,RA,GCE,GCE,GCE,UPF,GCE,GCE,L5,L5,L5,L5,L5,L5
